customer_id,first_name,last_name,birth_date,gender,email,phone_number,region,risk_score
290,Lori,Chang,2001-11-06,F,carterdennis@example.net,358-968-3390x198,Northeast,3.39
291,Jennifer,Jacobs,1998-02-05,F,ronald54@example.net,001-995-429-9787,Midwest,3.41
292,Nicole,Hall,1964-03-25,M,aaronjohnson@example.net,539-266-0558,Northeast,1.92
293,Danielle,Vaughn,1961-10-10,Other,parkerwilliam@example.com,001-901-255-6990x23557,West,3.35
294,Debbie,Olson,1987-02-22,M,imcclain@example.com,760.784.9588x039,Midwest,3.3
295,Carl,Hernandez,2001-09-03,M,morgannicholas@example.net,(299)662-9145,Southwest,3.08
296,Robert,Crawford,1960-08-19,F,shannon43@example.net,521-750-3178x0782,Midwest,1.73
297,Sandra,Oconnor,1980-02-04,Other,kimberly21@example.net,+1-923-207-6810x40915,Southwest,3.54
298,Dakota,Miranda,1995-03-13,F,andrew43@example.com,434.448.5714,Northeast,2.88
299,Joshua,Smith,1986-11-08,F,clarkmichael@example.com,224-493-2149x587,Midwest,2.28
300,Anthony,Berger,1947-11-24,M,reyeschristopher@example.com,(399)979-5453,Southeast,2.32
301,Ashley,Davis,1999-01-23,Other,tdavis@example.net,+1-977-933-2945x6255,Southwest,2.15
302,Anthony,Alvarez,1968-05-18,F,kmurray@example.com,001-959-892-8161x58148,West,1.15
303,Brittany,Allen,1961-01-16,M,terrireyes@example.com,396.969.5832,Midwest,2.01
304,Danny,Carlson,1966-08-09,M,shortgregory@example.com,591-496-5701,Southwest,4.46
305,Paige,Berger,1987-10-02,M,shermandonna@example.com,+1-646-699-7335,West,2.85
306,Samantha,Zuniga,1993-04-22,M,veronica90@example.net,562.840.5800x85140,Southeast,3.07
307,Jacqueline,Long,1966-02-10,Other,bsullivan@example.net,427.623.8656,Southwest,3.5
308,Whitney,Santiago,1953-08-07,M,jonesalfred@example.net,862.912.6796x9278,Southeast,2.07
309,Paul,Perez,1973-05-14,M,lanemelanie@example.org,001-384-968-9500x975,Midwest,2.75
310,Suzanne,Miller,1994-02-24,Other,steven18@example.net,737-218-9490,Southwest,1.49
311,Taylor,Hunt,1976-05-23,Other,robert44@example.org,2946940792,West,4.2
312,Lisa,Weber,1963-12-24,Other,gmiller@example.org,442-994-4401x929,Southeast,2.24
313,Mitchell,Thompson,1997-09-17,M,toddlloyd@example.org,212-692-7663x72395,West,2.63
314,Karla,Wilson,1955-11-13,M,tross@example.com,001-883-766-7428x6047,Northeast,2.85
315,Suzanne,Vega,1947-04-03,M,hardindana@example.com,+1-545-744-1496x739,Southeast,2.99
316,Erica,Kaiser,1965-10-12,Other,chambersmarie@example.org,(218)517-5344x30091,Midwest,3.04
317,Stephanie,Little,1992-08-24,F,millercassandra@example.com,+1-492-312-4471x74654,Southwest,4.34
318,Joshua,Brown,1970-11-27,F,wendy44@example.org,517.339.6271x286,Southeast,2.83
319,Rita,Baldwin,1951-06-29,M,jonesashley@example.com,001-970-972-0064x25690,Southwest,1.76
320,Ryan,Anthony,1997-08-09,Other,fernandezaaron@example.net,001-371-998-5546x01585,West,3.99
321,Kathleen,Roberts,1958-04-14,M,angelaponce@example.net,446.215.7173,Northeast,2.1
322,James,Cortez,1984-10-23,F,tracybrown@example.net,+1-547-987-0050x5061,Midwest,4.74
323,Shelby,Berg,1980-12-22,Other,joycehall@example.org,2274079032,Midwest,4.28
324,Cynthia,Conway,2000-04-24,F,bryantgeorge@example.net,811-779-9313,Midwest,4.35
325,Lisa,Hendrix,1990-08-17,Other,rnguyen@example.net,+1-325-630-9251,Southwest,4.46
326,Donald,Perry,1991-11-05,F,angela73@example.net,2212962071,West,2.94
327,Harry,Davis,1988-10-24,F,robert72@example.org,(448)976-3290,West,4.05
328,Cheryl,Miller,2000-09-14,F,michael08@example.org,918.519.5883,Southwest,4.73
329,Joshua,Lee,1998-09-02,M,ginaschmitt@example.com,222.300.5436x4597,Southeast,3.29
330,Joy,Buckley,1956-06-06,M,kristenwashington@example.org,537-399-5635,Southwest,1.17
331,Mark,Garcia,1994-08-31,Other,ykane@example.org,979-470-6239,Southwest,3.82
332,Paul,Taylor,1993-06-12,F,crystalcantrell@example.org,620-490-4217x76253,Southwest,4.95
333,Kristine,Little,1986-01-28,Other,belindatran@example.org,268-873-9774,Southeast,2.98
334,Jill,Wright,1966-09-25,M,lriley@example.org,001-806-900-7806,Southeast,3.01
335,Lisa,Horton,1951-02-17,Other,fsimpson@example.net,001-206-932-5431x07427,Midwest,4.48
336,Steven,Taylor,1992-04-23,F,xlopez@example.net,501.365.8046x498,Northeast,3.1
337,Christine,Rogers,1948-03-11,F,pamela16@example.com,590.355.2818x325,Northeast,3.89
338,Deborah,Mclaughlin,1995-08-27,F,karenhodges@example.com,(348)964-0155x778,Southeast,1.3
339,Jennifer,Gregory,1980-09-21,F,shannon51@example.org,911.462.4112x412,Midwest,3.49
340,Nancy,Meyer,1987-02-24,F,cartertara@example.net,(275)567-0431,Northeast,4.41
341,Mary,Stone,1967-04-27,Other,plane@example.net,979-788-7749x24243,West,2.52
342,Tara,Carrillo,1947-09-07,F,michaelbryant@example.org,+1-428-942-2223x105,Southwest,4.49
343,Jorge,Lopez,1982-09-27,M,wadetiffany@example.org,(778)428-4106x727,West,1.27
344,Adam,Rodgers,1978-12-28,Other,deborah47@example.com,001-892-597-5170x28140,Midwest,4.99
345,Sean,Davis,1948-03-16,Other,brandywalker@example.com,901.787.1863,Northeast,2.74
346,Carrie,Hunt,1948-04-11,M,raymond65@example.com,(904)655-4781x376,Northeast,2.77
347,Frank,Luna,2005-07-21,Other,achandler@example.org,001-391-823-4785,Midwest,4.61
348,Christopher,Ortiz,2006-09-08,M,robert87@example.net,001-623-626-4870,Midwest,4.18
349,Troy,Singh,1959-09-28,F,moodyeric@example.com,+1-771-946-2730x1471,Midwest,2.5
350,Ariana,Oneill,1987-03-13,M,hmccann@example.com,690.742.9025x72520,Southeast,3.12
351,Robert,Barr,1968-09-08,Other,robertsalyssa@example.org,732.419.2855x44518,Southeast,1.68
352,Alexander,Holmes,1969-11-05,M,kjenkins@example.org,328.833.8988,West,4.48
353,Steven,Jones,2000-03-08,Other,sandramendoza@example.com,001-452-479-8524x013,Southeast,2.99
354,Hailey,Parker,1958-09-28,Other,tinacoleman@example.org,207-960-3108,Southeast,1.93
355,David,King,1948-12-20,Other,elizabeth11@example.net,793.725.0124,Midwest,2.84
356,Ethan,Mason,1994-01-15,Other,williamjones@example.net,001-408-933-4280x13875,Northeast,4.6
357,Emily,Rodriguez,2001-04-07,F,tina63@example.net,961.751.7182,Midwest,3.71
358,Janet,Hawkins,1947-03-24,M,murphydarrell@example.com,794.473.8646x317,Northeast,2.77
359,Alexander,Craig,1990-03-14,F,sandersalexandra@example.net,712-566-9121,West,2.2
360,Matthew,Larson,1971-12-22,F,hallroger@example.com,499-946-5796x784,Midwest,2.83
361,Daniel,King,1978-04-20,F,courtneytaylor@example.org,001-301-370-2695x2499,Southeast,5.0
362,Donna,Meyer,1977-12-15,F,qharris@example.com,784.885.8800x6167,Northeast,1.95
363,Scott,Johnson,1956-07-01,Other,nicole27@example.com,(946)971-9788,Midwest,3.3
364,Anna,Moore,1948-04-03,Other,lbaker@example.com,+1-254-750-0902x559,Midwest,1.09
365,Oscar,Patterson,1968-10-12,Other,qbell@example.org,434.291.1415,Southwest,2.1
366,Amanda,Johnson,1989-03-22,Other,abradley@example.com,3799056965,Northeast,4.64
367,Craig,Leonard,1967-04-29,Other,wshaw@example.net,629-845-6371x83440,Southwest,4.33
368,Linda,Weber,1950-09-20,F,vargasjoshua@example.net,876.635.1484x68536,Southeast,3.43
369,Colleen,Chavez,1996-05-31,F,nicoleburton@example.net,(297)537-4896,Southeast,3.55
370,Michael,Hernandez,1954-09-14,Other,megan65@example.org,+1-536-244-2493x6312,Midwest,3.71
371,John,Wilcox,1976-01-18,Other,bcastro@example.com,+1-203-224-2044x8207,Southeast,3.51
372,Michele,Miller,1985-05-26,Other,michelle65@example.net,+1-316-523-1981x89847,Northeast,2.24
373,Carol,Mejia,1965-10-15,F,marisa63@example.com,221.923.4764,Northeast,3.32
374,Amanda,Lyons,1952-02-24,Other,amy73@example.com,(557)654-0900,Southeast,1.36
375,Angela,Parker,1992-02-20,F,rebecca18@example.org,760.864.4134x327,Midwest,3.99
376,Kristina,Hill,1949-11-29,M,aruiz@example.com,001-961-224-8156x985,Southeast,1.53
377,Kathleen,Davidson,1956-12-18,Other,igibbs@example.org,(734)959-1123x8296,Midwest,3.12
378,Timothy,Moss,1962-03-15,F,graceserrano@example.com,216.252.6693,Southeast,2.03
379,Sandra,Holland,1987-02-07,F,rebeccamccann@example.org,320-269-6942x152,Midwest,3.99
380,Jennifer,Graham,2007-01-25,F,fwilcox@example.org,533.544.7626,Northeast,2.87
381,Wanda,Campbell,1990-07-18,M,robertortiz@example.org,9443397359,Southeast,4.02
382,Alex,Anderson,1966-06-17,M,tmcdaniel@example.com,001-769-241-1800x537,Southwest,4.87
383,Adam,Wagner,1970-05-21,Other,tiffany52@example.net,4923428757,Midwest,1.36
384,Logan,Moreno,1954-02-10,F,darryl02@example.com,956-444-9485x625,Northeast,2.06
385,Angela,Livingston,1987-10-15,M,jbrown@example.org,920.274.2761,Southwest,2.47
386,Scott,Zhang,1982-08-18,Other,hellis@example.net,(615)513-4228,Midwest,3.34
387,Brandy,Bonilla,1980-04-04,Other,robertjones@example.com,+1-915-904-1659x15201,Midwest,1.43
388,Shawn,Moses,1984-11-24,M,riverabradley@example.net,859.323.0450x189,Southwest,1.1
389,Raymond,Thompson,1996-12-02,Other,ndavis@example.org,(764)521-4764x9251,Midwest,4.66
390,Tracy,Mcclure,1976-11-18,M,anna61@example.com,(992)366-1085x732,Northeast,3.54
391,Kelly,Kim,2006-03-13,F,ievans@example.net,838-864-9081x0818,Midwest,3.6
392,Cody,Guerrero,1983-02-23,M,michael91@example.net,6177226016,Southeast,1.18
393,Brenda,Gibson,1990-01-27,M,qhanson@example.com,(232)219-4168,Midwest,4.98
394,Randall,Smith,1989-02-02,M,zstevens@example.net,001-597-349-9564x1220,Northeast,1.94
395,Lisa,Horton,1957-04-09,Other,clarkdeborah@example.net,868.231.4727,Southeast,2.55
396,Darren,Barrera,1994-09-26,F,emaynard@example.org,893.934.9605x016,West,2.68
397,Jillian,Larson,1982-03-08,Other,benjamin67@example.net,001-797-330-8069,Southeast,4.54
398,Joseph,Wong,2004-12-19,Other,nwilson@example.net,(576)702-4375x738,Northeast,4.33
399,Sandra,Castaneda,1993-02-17,Other,sanderson@example.net,001-466-557-2934x172,Southwest,4.76
400,Eric,Vasquez,1998-06-17,F,fhahn@example.com,438.200.5452,Northeast,3.76
401,Lindsay,Morgan,1952-03-20,M,davidwalker@example.com,350-284-2891x07711,Southwest,2.78
402,William,Jackson,1952-06-30,M,rhondamoore@example.com,001-878-271-2552x137,Midwest,1.4
403,John,Lamb,1967-09-09,Other,william14@example.com,001-965-732-8632x666,Midwest,3.18
404,Sherry,Ramos,1996-11-14,Other,robbinszachary@example.org,455-262-6060,Midwest,1.24
405,Tiffany,Whitney,1998-11-03,F,robert84@example.net,001-955-704-8926x7389,Southeast,4.87
406,Pam,Harrington,1971-12-28,F,nicolemiller@example.net,262-288-4318x84852,Northeast,3.65
407,Pamela,Fernandez,1962-01-24,Other,marilyntorres@example.com,910.754.8510x17490,West,4.88
408,Tonya,Trujillo,1984-01-15,M,michaelmitchell@example.net,001-526-783-1589,Midwest,1.97
409,Shawn,Thomas,1973-06-06,M,dmiller@example.com,(873)671-5869,West,1.82
410,Breanna,Fields,1974-05-30,Other,adennis@example.org,(582)977-2881,Southeast,3.35
411,Thomas,Francis,1982-07-03,M,sandra19@example.com,715-694-0821,Midwest,4.1
412,Vickie,Turner,1977-07-12,Other,moodydouglas@example.net,(904)643-2701x85106,Northeast,2.11
413,Ariel,Mccullough,1997-08-19,M,ualvarez@example.net,(828)877-7251,Southeast,3.16
414,Jesse,Foster,1981-04-11,M,rubiopamela@example.net,212-509-4818x139,Northeast,3.64
415,Karen,Shaw,1945-09-24,M,barrettamanda@example.org,933-297-1895x690,Southeast,1.06
416,Matthew,White,1946-02-05,M,patrick11@example.org,+1-824-422-4124,West,2.3
417,Brian,Woodward,1956-10-23,M,reeveskenneth@example.org,826-354-6103x39937,Midwest,1.21
418,Joseph,Flores,1982-02-06,Other,bjones@example.com,+1-930-348-9138x2496,Southwest,3.1
419,Meghan,Mason,1997-09-26,Other,nathanielgalloway@example.org,+1-468-270-0794,Northeast,2.9
420,Brian,Weeks,1963-01-22,F,mary65@example.net,698.340.2891,West,3.37
421,Randall,Martinez,1953-12-19,F,natalie39@example.net,254-974-3553x79502,West,1.89
422,Adam,Smith,1956-04-09,Other,speters@example.net,868.411.8071x5695,Northeast,3.91
423,Mary,Cain,1945-01-13,Other,fordsharon@example.com,5305453194,West,2.21
424,Tina,Coffey,1946-12-19,Other,trevor93@example.org,561.449.8728,Northeast,1.24
425,Cameron,Anderson,1948-11-20,F,jordanhudson@example.org,843.608.9487x06056,Southwest,2.71
426,David,Holmes,1978-03-09,M,zachary03@example.org,568-875-0635x190,Southwest,3.85
427,Susan,Stark,1957-11-10,F,markbrown@example.net,307-960-9543,Northeast,4.6
428,John,Peterson,1948-03-01,F,april31@example.net,+1-471-279-1100x651,West,1.59
429,Samantha,Ramos,1964-12-23,M,rjones@example.org,+1-204-966-1963,Midwest,3.5
430,Patrick,Pope,2004-05-04,Other,morgansharon@example.org,485.693.1109x193,West,3.85
431,Michael,Olson,1986-09-17,F,ilopez@example.org,4244968549,West,3.12
432,Terrance,Morrison,1964-04-08,F,tara89@example.net,+1-520-938-8065x33315,West,3.42
433,Heather,Holden,1985-04-11,M,melissa95@example.net,565-521-7073x0337,Northeast,4.41
434,Timothy,Tate,1999-11-25,Other,lindsay63@example.com,(405)601-5081,West,3.88
435,Scott,Welch,2006-07-28,M,bradley03@example.org,323-242-5832x3024,Southwest,2.81
436,Marie,Taylor,1989-01-09,M,morganjason@example.com,455.428.9611,Southwest,2.36
437,Laura,Lee,1970-03-14,F,louis63@example.org,001-999-538-4253x04289,Southwest,2.66
438,Jessica,Mueller,1998-04-16,M,jacksonpaul@example.net,001-885-278-7255x87774,Midwest,2.71
439,Jamie,Jacobson,1975-03-24,Other,randytorres@example.com,001-925-748-1214,Midwest,2.5
440,Jerry,Williams,1979-04-28,M,ronald76@example.com,(375)646-0273x415,Southwest,1.27
441,Megan,Hunt,1988-04-06,M,hartmansara@example.org,615-608-3535,Northeast,2.73
442,Julie,Mack,2001-12-29,Other,james92@example.net,001-484-804-4566x9078,Midwest,4.25
443,Jeremy,Cummings,1958-09-29,Other,lhall@example.net,001-777-451-5366x37780,Northeast,3.35
444,Barbara,Anderson,1994-09-02,Other,porterdonna@example.com,736-866-8459x09022,West,2.32
445,Tina,Harris,1971-01-17,M,fergusonjacob@example.org,597-341-2182x09702,Southwest,2.41
446,Rhonda,Cruz,1958-06-22,Other,kellywarren@example.com,3584025662,Southwest,4.47
447,Amanda,Mendoza,1949-02-21,Other,nfriedman@example.org,546.972.9949,Northeast,4.87
448,Joshua,Smith,1954-03-04,Other,zbrown@example.net,385.697.7790,Midwest,2.41
449,Debbie,Ellison,1968-01-23,Other,peter26@example.org,(296)576-2916,West,1.85
450,Nicole,Moore,2004-07-09,Other,elizabeth13@example.com,(281)951-1856x72438,Southwest,1.9
451,Anthony,Fowler,1990-06-09,M,vjames@example.com,960.904.1257,Midwest,4.38
452,Carlos,Kelley,1960-12-13,F,rtaylor@example.org,(409)312-4186,Northeast,4.05
453,Emily,Smith,1963-01-21,Other,scottthompson@example.net,9832708164,Southeast,4.23
454,Carly,Williams,1970-02-22,Other,sarahbrooks@example.org,510.360.0531,West,3.45
455,Laura,Rivas,1955-11-20,Other,bradleyhunt@example.com,483-293-8661x33155,West,1.11
456,Richard,Stewart,1970-12-12,Other,stephenjones@example.com,+1-495-601-3649x7189,Midwest,1.12
457,Susan,Greene,1987-05-24,F,xgregory@example.net,(952)857-1509,Midwest,4.69
458,William,Harmon,1978-09-20,F,hallchristina@example.org,836-539-1025x7432,Northeast,1.73
459,Dawn,Young,1993-10-26,M,vstevenson@example.org,250-586-4035x533,West,3.63
460,Laurie,Horton,1959-08-07,M,lboyd@example.com,+1-501-571-3023x2129,Southeast,3.96
461,William,Simmons,1976-03-31,M,frank33@example.com,(993)344-9734,Northeast,3.98
462,Stephanie,Ward,1970-03-02,M,thomashenderson@example.net,001-462-670-6614x9828,Southwest,2.68
463,Oscar,Torres,1963-09-26,F,ehart@example.org,727-832-3008x57666,Southeast,2.48
464,Tracy,Davidson,1984-06-30,Other,ortizbenjamin@example.org,(592)536-4587x5066,Midwest,4.11
465,Tim,Dorsey,1969-01-21,Other,terrydeanna@example.com,+1-872-343-9920x116,West,1.34
466,April,Lopez,1973-03-30,M,mariaking@example.com,686.294.6119x52436,Southeast,1.63
467,Valerie,Velasquez,1944-07-27,Other,jonesheather@example.net,(546)422-5223x72817,Northeast,3.7
468,James,Brady,1999-07-12,F,jordanbarrera@example.com,291.521.4161x415,Southwest,3.65
469,Timothy,Chambers,1951-04-28,F,brownkaren@example.org,+1-890-713-8069x84775,West,2.77
470,Nathan,Wu,1965-11-29,F,shelleyortega@example.com,+1-605-551-0762x091,Southeast,4.02
471,Miguel,Montgomery,1989-04-19,M,qrobertson@example.org,9508505739,Midwest,2.72
472,Jocelyn,Bauer,1968-03-01,F,ecrosby@example.net,001-916-349-3289x802,West,2.95
473,Kevin,Nunez,1981-10-21,Other,cjackson@example.org,683.533.2116x0256,Midwest,1.18
474,Jennifer,Wade,2005-07-15,F,wadesandra@example.net,001-571-553-9915x6686,West,1.22
475,Jonathon,Carter,1952-01-16,M,petersonbrittany@example.org,001-519-852-5690x4098,Midwest,4.78
476,Tina,Flores,1969-04-20,M,aprilguzman@example.org,960-987-5243,Midwest,2.16
477,Dylan,Campbell,1995-04-20,M,georgekyle@example.net,749-473-7460,Northeast,2.99
478,Maria,Clark,1994-04-27,F,isabellawilliams@example.org,364.620.8656x7566,Southeast,1.52
479,Justin,Leblanc,1992-03-04,Other,udavis@example.net,4475292774,Southeast,3.0
480,Jeffery,Goodman,1994-07-02,Other,coxmelissa@example.org,+1-826-462-0157x20185,Midwest,1.29
481,Courtney,Powell,1946-10-10,Other,allentracy@example.net,+1-326-317-6475x011,Northeast,2.74
482,Tracy,Barnett,1979-02-24,F,andrewberry@example.net,341.492.6764x9215,Northeast,4.45
483,Richard,Haynes,1971-04-05,Other,lbrown@example.net,001-213-412-9208x751,Southwest,3.29
484,Bailey,Delgado,1950-06-09,Other,melissa01@example.org,445.982.6034x08487,Southwest,2.16
485,Heather,Mills,1968-06-03,F,haileybates@example.org,503.724.3298,Northeast,4.86
486,Joshua,Daniel,1973-03-07,M,piercejorge@example.net,(367)614-6283,West,2.84
487,Wanda,Terry,1957-07-27,Other,anne89@example.org,(825)366-0931x41818,Midwest,1.35
488,Mark,Davis,2006-05-03,M,kimberly23@example.com,6169361128,Southeast,2.74
489,Cody,Bailey,1983-05-26,F,andrea91@example.org,(956)425-8896,West,1.31
490,Jonathon,Parks,1992-12-30,F,dianethomas@example.net,001-640-653-9672x7578,Midwest,1.89
491,Stephanie,Meyer,1993-05-09,M,kevinhodge@example.com,(251)811-3129x01487,Northeast,3.04
492,Erica,Randolph,1953-09-29,M,rjimenez@example.net,+1-716-509-3068,West,3.04
493,Virginia,Guerrero,2007-02-06,F,lawsontami@example.net,001-783-321-5285x06762,Midwest,3.91
494,Matthew,Shelton,2001-01-22,Other,robertstimothy@example.com,909.263.4807,Southeast,1.95
495,Michael,Gilbert,1966-10-27,M,michael05@example.net,(465)801-6731,Midwest,1.79
496,David,Freeman,1955-01-20,Other,jeremy65@example.com,(262)784-1772x256,Southeast,4.04
497,Nicole,Fletcher,1951-12-29,Other,justinanderson@example.com,001-750-823-7416x7872,Northeast,1.71
498,Warren,Mclean,2001-10-31,Other,ganderson@example.org,(225)880-3056,Southwest,2.86
499,Timothy,Campbell,1950-01-31,Other,jwright@example.net,523.441.4363x71892,West,2.8
500,Jerome,Anderson,1947-01-27,Other,veronica26@example.org,+1-931-206-6843x356,West,2.29
501,William,Schneider,1965-03-03,Other,adamsjuan@example.com,001-963-650-2000x534,Midwest,1.6
502,Rebekah,Garcia,1957-01-15,M,stacy55@example.com,710-582-5559,Southwest,2.77
503,Debra,Clark,1970-08-06,F,eatondavid@example.net,+1-610-993-3711x895,Midwest,3.37
504,Veronica,Harris,1993-07-05,F,bradleylee@example.net,001-248-455-7161x768,West,1.3
505,Carol,Horton,1953-03-27,F,brandon90@example.net,867.888.1278,Southwest,1.15
506,Richard,Nelson,1956-12-26,F,moorejeffery@example.net,6873884434,Midwest,1.31
507,George,Williams,1960-09-02,M,benjamin24@example.org,603-438-1059x551,West,3.38
508,Ricky,Carr,1966-07-21,F,garrettalex@example.com,642.540.8916,Southwest,3.32
509,Lisa,Walker,1962-10-02,Other,bonniemorton@example.com,(473)965-2717,Northeast,2.8
510,Jackson,Huffman,1957-04-25,Other,lharding@example.net,904-822-6931x2163,Southeast,2.29
511,Craig,Rose,1993-12-01,F,morrisonnicholas@example.org,200-223-1429,West,1.6
512,Susan,Rodriguez,1994-07-22,M,melissa13@example.org,397.224.5723x0848,Southwest,1.41
513,Mallory,Garcia,1964-08-27,F,huntmary@example.org,5308366254,Northeast,3.02
514,Gloria,Espinoza,2005-10-25,M,vasquezvicki@example.org,245-419-5151,Northeast,1.99
515,Gregory,Moreno,1985-04-07,F,erinhernandez@example.net,+1-749-445-1475x41022,Southwest,3.1
516,Peter,Griffith,1997-12-01,Other,hbriggs@example.net,(742)415-2265x57676,Southeast,2.46
517,Leah,Valdez,1961-03-13,F,fbarnes@example.net,+1-578-383-6196,Southwest,2.64
518,Joe,Smith,2002-05-06,F,coxthomas@example.org,805-552-4728,West,1.21
519,Jason,Walker,1995-04-18,Other,daviddominguez@example.org,(706)450-1917x9202,Midwest,1.26
520,Christian,Jones,1983-03-13,M,lhernandez@example.com,001-228-447-6570x4120,West,3.71
521,Wesley,Smith,2001-02-15,F,dfrazier@example.net,001-449-584-3624x186,Midwest,3.89
522,Richard,Brown,1971-02-27,Other,lynndaugherty@example.net,877-556-6205,West,4.49
523,Joseph,Garcia,1969-02-21,F,anthony42@example.net,213-590-4383,Northeast,3.33
524,Joseph,Davila,1982-11-24,M,elliottkristy@example.org,5517405468,Midwest,2.24
525,Karen,Swanson,1953-04-11,Other,riverapeggy@example.net,682-409-6790,Southwest,1.52
526,Edward,Ford,2004-09-12,Other,cisnerosjesse@example.org,+1-822-288-9857x25459,Northeast,2.24
527,Pamela,Schroeder,1970-11-03,F,jasonbishop@example.org,(997)310-2481,Midwest,4.25
528,Shawn,Jackson,1964-07-30,Other,carlosray@example.com,312-974-7472,West,1.37
529,Benjamin,Trevino,1971-09-30,Other,rvincent@example.org,258.595.5168x740,Southwest,3.03
530,Holly,Castro,1954-12-24,M,robertseric@example.com,936-371-5778,Midwest,2.24
531,Christopher,Dennis,2006-11-23,M,mtate@example.com,915-459-7371x47082,Midwest,4.79
532,Danielle,Flores,1946-08-05,F,zbrown@example.com,(873)303-0644x21214,Southeast,1.91
533,Kenneth,Joseph,2003-10-03,M,qwarren@example.com,(801)965-4235,Southeast,1.31
534,Thomas,Barker,1955-05-25,M,sgomez@example.net,(908)493-1992x5502,West,4.08
535,Victor,Stewart,1998-05-11,Other,ubaker@example.org,827.591.0336x829,West,1.15
536,Michael,Farley,1990-09-17,F,woodmichael@example.com,381-477-6655x8685,West,1.52
537,Stephen,Brooks,1982-01-28,F,amyjames@example.net,001-964-391-1110x961,Southeast,1.65
538,Cynthia,Gordon,1999-04-21,Other,contrerasmelissa@example.org,978.861.3715,West,4.24
539,Rebecca,Newman,1997-11-09,M,xsmith@example.org,744.744.6306x00025,Southwest,1.17
540,George,Armstrong,1973-09-22,F,angelamyers@example.net,+1-560-396-2626x5826,Southeast,4.88
541,Jennifer,Martinez,1952-07-08,Other,ocameron@example.com,+1-425-231-1060,Midwest,4.01
542,Christine,Stephens,1949-10-27,F,ujohnson@example.org,652.333.4383x640,Southeast,3.14
543,Savannah,Burton,1987-11-27,F,rodriguezsara@example.org,524-842-1175,Southwest,4.62
544,Craig,Pope,1972-08-13,M,tuckerconnie@example.org,+1-766-757-2240x29901,Midwest,3.71
545,Timothy,Mendez,1981-08-25,Other,moorejudy@example.org,790.380.8823,Southwest,2.85
546,Rachel,Johnson,1953-11-22,F,christopherholt@example.org,847-531-5847x768,Southwest,3.01
547,John,Gonzalez,2002-01-13,F,suzanne19@example.net,823-876-7694x5919,Southeast,4.27
548,James,Gomez,2005-07-25,Other,colepamela@example.net,896-449-8560x125,Southeast,4.49
549,Michael,Jones,1989-03-02,M,nathan51@example.org,505-337-9538x16493,Southwest,4.5
550,Ann,Moran,2004-07-29,Other,berrydebbie@example.net,001-965-453-3077x04611,Northeast,3.85
551,Carolyn,Garza,1960-07-20,Other,mitchelldawn@example.net,7742260880,Northeast,2.14
552,Chad,Davis,1999-01-27,M,rcummings@example.com,001-756-318-5790x64771,Midwest,2.8
553,Anthony,Williams,1945-03-03,Other,danielmorris@example.net,001-263-621-3580x0401,Southeast,4.32
554,Charles,Murphy,1986-02-27,M,knelson@example.org,001-371-525-2967,Southeast,4.27
555,Becky,Stanley,1963-07-21,F,kendra73@example.org,241-558-3311x703,Northeast,2.66
556,Taylor,Cruz,1977-08-24,F,petersonlisa@example.net,554.872.8123x56798,West,2.5
557,Jacob,Ramirez,1955-08-21,F,stephanie91@example.org,711.630.7240x787,Northeast,2.5
558,David,Pierce,1968-07-31,M,zlewis@example.net,(885)407-4510x66343,Midwest,4.72
559,Brooke,Moreno,1978-01-19,Other,drodriguez@example.net,313.310.0943,Midwest,4.17
560,Joshua,Andrade,1992-01-24,M,gmyers@example.org,001-947-632-3549x4012,Northeast,2.15
561,Melissa,Watts,1956-01-18,F,erin22@example.com,720.976.5024x120,Southeast,4.04
562,Brandy,Freeman,1961-04-21,F,brodriguez@example.net,+1-643-988-2211x45775,Southwest,3.46
563,Jon,Ellis,2000-10-15,M,kevin58@example.net,+1-271-548-0263x257,Northeast,2.02
564,Becky,Dominguez,1973-10-09,M,jamie13@example.com,+1-614-687-8245x5696,West,4.76
565,James,Riley,1992-03-22,Other,mary16@example.com,001-654-410-7272,West,2.69
566,Kevin,Roberts,1998-11-20,F,alexis03@example.com,001-210-674-0650,Southeast,2.2
567,Devin,Koch,1997-11-24,M,stephaniereeves@example.org,001-836-391-4307x5366,Southeast,2.68
568,Patricia,Mora,1985-02-02,Other,glen65@example.net,(334)626-8344,Southwest,1.25
569,Ashley,Fuller,1981-08-09,F,nicholasliu@example.com,828-975-8575,West,3.14
570,Robert,Jenkins,1946-05-06,Other,bernardrobert@example.org,+1-843-498-5298x940,West,3.3
571,Richard,Smith,1999-05-31,Other,fcombs@example.org,215-591-4975x019,Southeast,2.17
572,Zachary,Hart,1978-03-02,M,jeffreylowe@example.org,340-579-3110x2918,West,2.41
573,James,Wells,2001-02-16,Other,hmyers@example.com,(472)438-4979x1620,Southwest,1.75
574,Lori,Sandoval,1956-01-31,Other,thomasroberts@example.net,897-854-6617,Northeast,3.09
575,Eddie,Campbell,1952-08-20,F,tsmith@example.org,+1-597-705-2774x0258,Northeast,4.81
576,Rachel,Warren,1979-05-17,Other,thompsonedward@example.net,001-495-672-4461x7679,West,4.15
577,David,Nguyen,1983-12-24,Other,breanna61@example.org,5233117753,West,1.08
578,Rachel,Thompson,2005-03-12,F,acampos@example.org,2944101759,Northeast,3.54
579,Manuel,Hale,1970-02-28,F,vanessaberry@example.org,547.374.3326,Midwest,3.99
